,Unnamed: 0,brand,name,old_price,new_price,ml,concentration,department,family,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,main family,fam_values
668,668,DORALL COLLECTION,Lancy,27,11.85,100,EDT,Women,Spicy,"Tonka, Praline, Patchouli, Vanilla","Iris, Orange Blossom, Jasmine",4.5,the beauty,3.5,538,Oriental,
669,669,Lancome,Miracle,426,200,100,EDP,Women,Arabian,"Amber, Musk and Jasmine","Magnolia, Ginger, Mandarin Orange, Pepper and Jasmine",4.5,Beuatyone1,4.4,537,Woody,
670,670,armani,Code Absolu ED,8.5,8.5,2,EDP,Men,Floral,"Vanilla, Amber, Musk, and Patchouli","Jasmine, Geranium, Neroli and Ylang-Ylang",5,Princess of beauty,3.8,467,Floral,
671,671,DAVIDOFF,Cool Water,360,76.95,125,EDT,Men,Woody,"Amber, Cedar, Musk, Oakmoss, Tobacco","Geranium, Jasmine, Neroli, Sandalwood",4.5,hadayiq baris,3.8,122,Woody,
672,672,LACOSTE,L.12.12 Blanc,244,88,100,EDT,Men,Woody,"Leather, Suede And Cedar",Mexican Tuberose And Ylang-Ylang,3.7,hadayiq baris,3.8,122,Woody,
673,673,MONTBLANC,Lady Emblem Elixir,372,176.3,50,EDP,Women,Woody,"Patchouli, Sandalwood and Vanilla","Iris, Orange Blossom, Damask Rose and Jasmine",5,Beautiful Live,412,7,Woody,
674,674,BURBERRY,Body,240,141.35,85,EDP,Women,Woody,"Cashmere Wood, Musk, Amber and Vanille","Iris, Rose and Sandalwood",4.8,noon,4.2,98.1K,Woody,
675,675,CARTIER,Declaration Essence,478,173.6,100,EDT,Men,Citrus,"Vetiver, Sandalwood, Musk, Amber","Geranium, Lemon, Sicilian Lemon",4.5,noon,4.2,98.1K,Fresh,
676,676,DORALL COLLECTION,Pink Hearts,29,8.15,100,EDT,Women,Floral,"Caramel, Musk, Tonka, Sandalwood And Vanilla","Red Berries, Lily Of The Valley, Licorice, Cotton Candy And Strawberry",4.4,B.A.G,3.9,14.1K,Floral,
677,677,HUGO BOSS,Natural Spray,595,140,75,EDP,Women,Oriental,"Apricot, Amber, Lemon Tree","Bulgarian Rose, Jasmine, Lily",4,Parisian Store,3.9,425,Oriental,
678,678,Remy Marquis,Remy,57.3,57.3,100,EDT,Men,Spicy,"Cedar, Sandalwood, Musk And Amber","Geranium, Cinnamon And Nutmeg",4.5,moon perfume,3.7,199,Oriental,
679,679,GUCCI,Flora Gardenia,510,234.5,100,EDT,Women,Citrus,Patchouli and Brown Sugar Accord,White Gardenia and Frangipani Flower,4.5,AMLAQ,3.9,135,Fresh,
680,680,GUCCI,Flora Gorgeous Gardenia,510,226.8,100,EDT,Women,Citrus,Patchouli,"Gardenia, Plumeria",4.4,AMLAQ,3.9,135,Fresh,
681,681,Calvin Klein,Sheer Beauty Essence,415,167.95,100,EDT,Women,Floral,"Musk, Vanilla, Cedar","Lilac, Magnolia, Turkish Rose, Peony",4.5,noon100 %  genuine product,4.2,98.1K,Floral,
682,682,DAVIDOFF,The Game,215,83.95,100,EDT,Men,Woody,Ebony Wood,"Iris, Woody Notes",4.9,noon,4.2,98.1K,Woody,
683,683,DORALL COLLECTION,Oud Wood,19,9.9,100,PDT,Unisex,Citrus,"Cedar, tobacco, patchouli, sandalwood, musk","Geranium, marigold, rose, bay leaves",4.3,B.A.G,3.7,14.1K,Fresh,
684,684,Mancera,Rose Greedy,446,269,120,EDP,Unisex,"Rose, Floral","White Musk, Amber, Vanilla, Sugar","Rose, Jasmine, Flowers",4.5,AMLAQ,3.9,135,Floral,
685,685,ROGER & GALLET,Open,43.4,43.4,100,EDT,Men,Spicy,"Lamon, Woody",Sage And Thyme,5,Acacia Rose,3.5,88,Oriental,
686,686,LACOSTE,Challenge,300,144.95,90,EDT,Men,Citrus,"Ginger, Jasmine, Juniper, Nutmeg, Pepper, Violet and Whisky","Amber, Musk and Wood",4.8,Beautiful Live,3.9,7,Fresh,
687,687,VERSACE,The Dreamer,499,135.7,100,EDT,Men,Arabian,"Cedar, Tonka Bean","Geranium, Rose, Tobacco",4,noon,4.2,98.1K,Woody,
688,688,Justcavalli,Just Cavalli,385,131.4,75,EDT,Women,Floral,Cuddly And Creamy Rosewood,Tahitian Tiare Flowers,4.6,Star.perfume,3.7,537,Floral,
689,689,Genie,8839 Collection,43,24.85,25,EDP,Women,Floral,"Liquid Amber, Black Violet, Cream, Mahogany","Lotus Blossom, Champaca Flower, Black Orchid",4.2,Parisian Store,3.9,425,Floral,
690,690,GIORGIO ARMANI,Si Possione,705,246.5,100,EDP,Women,Floral,"Cedar, Vanilla, Amberwood, Patchouli","Rose, Jasmine, Heliotrope, Pineapple",4.7,Al-Najm,3.7,347,Floral,
691,691,Calvin Klein,Beauty,378,109.55,100,EDP,Women,Floral,Virginia Cedar,Jasmine,4.6,AMLAQ,3.9,135,Floral,
692,692,J.CASANOVA,Paris Vivaldi,90,90,100,EDP,Women,Fruity,"Cedar, Moss, Musk, Amber And Sandalwood","Lily-of-the-valley, Rose, Jasmine, Narcissus And Orchid",3,Grass gulf,454,9,Floral,
693,693,Calvin Klein,Beauty,380,118,100,EDP,Women,Floral,Virginia Cedar,Jasmine,4.6,AMLAQ,3.9,135,Floral,
694,694,LACOSTE,Essential,336,148.65,125,EDT,Men,Citrus,Sandalwood And Patchouli,Pepper And Rose,3.3,AMLAQ,3.9,135,Fresh,
695,695,Rasasi,Al Wisam Day,213,84.8,100,EDP,Men,Oriental,"Amber, Musk, Oakmoss, Agarwood (Oud)","Rose, Clary Sage, Sandalwood, Cedar",5,hadayiq baris,3.8,122,Oriental,
696,696,Rasasi,Shuhrah,77.95,77.95,90,EDP,Men,Floral,"Amber, Musk, Oakmoss, Agarwood, Leathery","Rose, Sandalwood, Cedar,Jasmine",5,VIP.PARFUME,3.7,23,Floral,
697,697,cacharel,Yes I Am ED,15,8.9,2,EDT,Women,Jasmine,"Milk, Sandalwood, Cardamom","Ginger Flower, Jasmine, Gardenia",1,Royal Scent,3.5,5,Floral,
698,698,GUCCI,Guilty Black,425,218.05,90,EDT,Men,Spicy,Patchouli,Orange Flower,5,noon,4.2,98.1K,Oriental,
699,699,CHANEL,Bleu De Chanel,920,245,100,EDT,Men,Citrus,"Labdanum, Sandalwod, Patchouli, Vetiver, Incense, Cedar, White Musk","Ginger, Iso E Super, Nutmeg, Jasmine",4.8,The smart store,4.1,319,Fresh,
700,700,Dolce & Gabbana,Pour Femme,566,195,100,EDP,Women,Floral,"Guimave, Vanilla, Heliotrope and Sandalwood",Jasmine and Orange Blossom,5,Parfume-Stor,3.9,66,Floral,
701,701,Arabian Oud,Sheikh Al Shuyukh,54,54,100,EDP,Men,Woody,Vetiver And Patchouli,"Lavender, Sage And Rosemary",5,VIP.PARFUME,445,8,Woody,
702,702,S.T.Dupont,Essence Pure,117,91.1,100,EDT,Women,Citrus,"Amber, Patchouli, Vanilla and Cedar",Jasmine and Rose,4.4,noon,4.2,98.1K,Fresh,
703,703,ISSEY MIYAKE,L'eau D'issey Pour Homme,220,155.75,125,EDT,Men,Floral,Coriander,Nutmeg,5,noon,4.2,98.1K,Floral,
704,704,CHANEL,Bleu De Chanel,930,374,100,EDP,Men,Woody,"Incense, Amber, Cedar, Sandalwood, Patchouli, Labdanum, Amber wood","Ginger, Jasmine, Nutmeg, Melon",4.7,Perfume Ms,4.1,66,Woody,
705,705,Lattafa,Musk Mood,48,48,100,EDP,Unisex,Woody,"Musk, Incense, Amber, Resins, Woody Note","Patchouli, Caramel, Agarwood (Oud), Floral Notes",5,Rihanna World Store,445,8,Woody,
706,706,Yves Saint Laurent,Black Opium,620,364.65,90,EDP,Women,Vanilla,"Musk, White Wood","Jasmine Tea, Orrange Blossom, Coffee",4.8,noon,4.2,98.1K,Oriental,
707,707,CARTIER,Baiser Vole,640,227.6,100,EDP,Women,Floral,Green leaves of lily,Essences of rare and elegant lily flower,4.4,AMLAQ,3.9,135,Floral,
708,708,Elizabeth Arden,Red Door,128.95,128.95,100,EDT,Women,Floral,"Honey, Sandalwood and Vetiver","Orchid, Jasmine, Lily-of-the valley, Orange blossom,Wild violet and Freesia",5,Golden Perfumesعطر أصلي 100,3.6,111,Floral,
709,709,GUESS,Seductive,177,86.75,75,EDT,Women,Spicy,"Vanille, Olibanum And Cashmere Wood","Jasmine, African Orange Flower And Orris Root",5,noon,4.2,98.1K,Oriental,
710,710,Dolce & Gabbana,The One,350,189.6,100,EDT,Men,Spicy,"Amber, Cedar, Toacco","Ginger, Orange Blossom, Cardamom",4.3,noon,4.2,98.1K,Oriental,
711,711,NINA RICCI,Mademoiselle Ricci,206,117,50,EDP,Women,Floral,"White Wood, Musk, Amber, Cedar And Violet","Nerium Oleander, Rose Hip And Laurels",4.5,AMLAQ,3.9,135,Floral,
712,712,JAGUAR,Classic Black,60,60,100,EDT,Men,Aromatic,"Sandalwood, Oakmoss, Tonka Beans, Virginia Cedar, Vetiver, Musk","Cardamom With Black Tea Leaves, Geranium, Nutmeg",4.3,perfumes--addresses,4.4,59,Woody,
713,713,Creation Lamis,Above The Law,28.5,28.5,100,EDT,Men,Woody,"Haitian Vetiver, Tonka Bean, Amberwood","Guatemalan Cardamom, Juniper, Apple, Geranium",4,Princess of beauty,3.8,467,Woody,
714,714,GIORGIO ARMANI,Si,620,261.8,100,EDP,Women,Floral,"Patchouli, Vanilla, Ambroxan, Woody Notes","May rose, Neroli Absolute, Davana, Osmanthus",4.7,Al-Najm,3.7,347,Floral,
715,715,DIESEL,Plus Plus Masculine,50,30,75,EDT,Men,Spicy,"Vetiver, Musk, Sandalwood, Patchouli, Oak Moss, Nutmeg, Clove, Cinnamon, Tonka Bean and Anise","Jasmine, Birch, Sage, Cardamom, Coriander, Lily-of-The-Valley, Violet and Green Notes",4.5,Attractive perfume,3.8,244,Oriental,
716,716,JAGUAR,Classic Blue,290,67,100,EDT,Men,Spicy,"Sandalwood, Benzoin, White Musk","Ginger, Orange Blossom, Lotus",4.7,Beauty Gallery,4.3,59,Oriental,
717,717,Van Cleef & Arpels,First,181.1,181.1,100,EDP,Women,Floral,"Honey, Tonka Beans, Amber, Sandalwood, Musk, Civet, Vanilla, Oakmoss, Vetiver","Carnation, Tuber Rose, Orchid, Orris Root, Jasmine, Hiacynth, Rose, Ylang Ylang, narcissus, Lily",5,noon,4.2,98.1K,Floral,
718,718,BURBERRY,Body Tender,373,114,85,EDT,Women,Floral,"Cashmeran, Amber And Musk","Dewy English Roses, White Jasmine And Sandalwood",5,Number One,4.2,537,Floral,
719,719,Calvin Klein,Eternity,463,95,100,EDT,Men,Floral,"Sandalwood, Vetiver, Rosewood And Ambergris","Jasmine, Geranium And Sage",4.5,hadayiq baris,3.8,122,Floral,
720,720,Ferrari,Scuderia Red,245,97.6,125,EDT,Men,Fruity,"Cedar, Sandalwood, Moss and Vanilla","Jasmine, Geranium, Orris and Nutmeg",4.6,noon,4.2,98.1K,Floral,
721,721,GUESS,Marciano,95,83.5,100,EDP,Women,Citrus,"Powdery Vanilla, Musk And Woody Accords","Peony, Pink Honeysuckle And Intensively Clean And Sweet Jasmine",4.6,top langri,3.6,347,Fresh,
722,722,TOMMY HILFIGER,Tommy Girl,380,122.95,100,EDT,Women,Citrus,"Desert Jasmin, Cherokee Rose, Magnolia Petals, Dakota Lilies, Cedar, Sandalwood And Wild Heather","Grapefruit, Citrus Orchards, Crisp Green Notes, Honeysuckle And Butterfly Violets",4.4,Parvant Store,4.1,76,Fresh,
723,723,Rasasi,Oud Al Misk,59,59,100,EDP,Women,Oriental,"Cedar, Vetiver, Patchouli, Sandalwood, Ambergris And Musk",Geranium And Jasmine,3,hawas,454,9,Oriental,
724,724,Alina Corel,Beach Palm,24.95,24.95,100,EDP,Women,Fresh,"Himalayan Cedar, Warm Woman Skin Accord, Sandal and Incense","Heliotrope, Jasmine In An Alliance With Hibiscus Blossom and Bulgarian Rose",2.3,noon,4.2,98.1K,Fresh,
725,725,Estee Lauder,Pleasures,285,169.9,100,EDP,Women,Fruity,"Cedar, Musk, Patchouli, Sandalwood","Jasmine, Lilac, Lily, Lily Of The Valley, Peony, Rose",4.6,noon,4.2,98.1K,Floral,
726,726,Rasasi,Romance,79,37,45,EDP,Women,Floral,Powdery,"Fruity, Woody",5,B.A.G,3.5,14.1K,Floral,
727,727,LALIQUE,Encre Noire,485,134.95,100,EDT,Men,Woody,Cashmere Wood And Musk,Haiti Vetiver And Bourbon Vetiver,4.5,Abu Al Tayyeb Perfumes,3.6,59,Woody,
728,728,TESORI D´ORIENTE,Lotus Flower Aromatic Par,55,33.6,100,EDT,Unisex,Floral,"Vanilla, Woodsy Notes, Sandalwood And Musk","Jasmine, Lotus, Tuberose And Lily Of The Valley",4.6,B.A.G,3.9,14.1K,Floral,
729,729,LALIQUE,Encre Noire,485,136.95,100,EDT,Men,Woody,"Cashmere Wood, Musk",Haitian Vetiver,4.5,Parvant Store,4.1,76,Woody,
730,730,LALIQUE,Amethyst Exquise,202.25,202.25,100,EDP,Women,Floral,Woody Notes,Orchid,4.4,Abu Al Tayyeb Perfumes,412,7,Floral,
731,731,Franck Olivier,Oud Touch,163,85,100,EDP,Men,Woody,"Amber, Musk, Vanilla","Violet, Patchouli, Rose, Jasmine, Olibanum",4.7,Beautiful Live,3.9,7,Woody,
732,732,MONTBLANC,Explorer,310,187.9,100,EDP,Men,Woody,"Ambroxan, Akigalawood, Indonesian Patchouli Leaf, Cacao Pod","Haitian Vetiver, Leather",5,noon,4.2,98.1K,Woody,
733,733,VERSACE,Yellow Diamond,425,173.45,90,EDT,Women,Floral,"Amber, Precious Musk And Guaiac Wood",Creamy And Jasmine And Osmanthus,5,noon,4.2,98.1K,Floral,
734,734,YVES,Black Opium,178.5,178.5,90,EDP,Women,Fresh,"Vanilla, Patchouli, Cedar, Cashmere Wood","Coffee, Jasmine, Bitter Almond, Licorice",5,Al-Najm,3.7,347,Fresh,
735,735,CHANEL,Coco Mademoiselle,1036,275.3,100,EDP,Women,Woody,"Opoponax, Patchouli, Tonka Beans, Vanilla, Vetiver, White Musk","Jasmine, Mimosa, Rose, Ylang-Ylang",4.7,Pinch Of Perfum,4.2,66,Woody,
736,736,Calvin Klein,One Shock,159,86.3,200,EDT,Women,Floral,"Musk, Patchouli, Amber and Vanille","Jasmine, Narcissus, Mexican chocolate and Blackberry",4.2,noon,4.2,98.1K,Floral,
737,737,Roberto Cavalli,Uomo,452,126,100,EDT,Men,Floral,"Cedar, Tonka Bean, Patchouli","Honey, Lavender",4.6,noon,4.2,98.1K,Floral,
738,738,BOUCHERON,Quatre Absolue De Nuit,125.95,125.95,100,EDP,Women,Arabian,"Sandalwood, Vanilla and Amberwood","Jasmine, Tonka Bean and Pear",4.8,King-Perfume,3.9,450,Woody,
739,739,Calvin Klein,Eternity,263,104.8,100,EDT,Men,Floral,"Sandalwood, Amber, Musk, Vetiver, Brazilian Rosewood","Coriander, Lily, Orange Blossom, Juniper Berries, Basil, Jasmine, Sage, Lily-Of-The-Valley, Geranium",4.5,Perfume Ports,3.7,425,Floral,
740,740,BURBERRY,London,380,167.1,100,EDP,Women,Floral,"Sandalwood, Patchouli, Musk","Clementine, Peony Tiare, Jasmine",5,noon,4.2,98.1K,Floral,
741,741,Roberto Cavalli,Uomo,452,134.95,100,EDT,Men,Floral,"Cedar, Patchouli, Tonka Bean","Honey, Lavender",4.6,noon,4.2,98.1K,Floral,
742,742,Guerlain,L'Homme Ideal,6.5,6.5,1,EDT,Men,Floral,"Vanilla, Amber, Musk, and Patchouli","Jasmine, Geranium, Neroli and Ylang-Ylang",5,Princess of beauty,3.8,467,Floral,
743,743,Calvin Klein,Sheer Beauty,345,104.05,100,EDT,Women,Fruity,"Musk, Sandalwood, Vanille","Jasmine, Peony, Lily",4.6,AMLAQ,3.9,135,Floral,
744,744,Lattafa,Rouat Al Musk,68,38.95,100,EDP,Women,Oriental,Vanilla and Amber,"Jasmine, White Flowers and Sandalwood",4.8,noon,4.2,98.1K,Oriental,
745,745,Mancera,Wild Leather,320,224,120,EDP,Unisex,Woody,"Amber, Guaiac Wood, Leather, Lichen, Musk","Bulgarian Rose, Patchouli, Violet",4.4,noon,4.2,98.1K,Woody,
746,746,Misk Perfumes,White Musk Perfume,5.35,5.35,6,Oil,Unisex,Musk,Tail Rose,Vanilla Flowers,3.8,warddah,3.7,56,Fresh,
747,747,Alina Corel,Monsieur Coco Vanilla,65,31.85,100,EDP,Unisex,Floral,"White Musk, Woody Notes, Madagascar Vanilla","Jasmine, Ylang-Ylang, Tiare Flower",4.7,noon,4.2,98.1K,Floral,
748,748,jennifer lopez,Still,330,107.8,100,EDP,Women,Floral,"Amber, Orris, Sandalwood","Honeysuckle, Orange Tree Blossom, Pink Freesia",4.8,noon,4.2,98.1K,Floral,
749,749,DORALL COLLECTION,Golden Blaze,11,11,100,EDP,Women,Musk,"Musk, Patchouli, Amber","Ylang-ylang, Jasmine",4.3,top langri,3.7,347,Fresh,
750,750,Rasasi,Emotion,79,44.45,50,EDP,Women,Sandalwood,"Sandalwood, Musk, Amber, Cedar And Vanilla","Kiwi, Pineapple, Black Currant, Freesia, Water Lily And Jasmin",4.6,VIP.PARFUME,3.5,538,Woody,
751,751,DIESEL,Only The Brave Tattoo,236.9,236.9,75,EDT,Men,Citrus,"Woodsy Accord, Benzoin, Tob**co, Patchouli","Sage, Bourbon Pepper",4.5,hadayiq baris,3.8,122,Fresh,
752,752,Lattafa,Sheikh Shuyukh,63,30.3,50,EDP,Unisex,Woody,"Vetiver, Patchouli","Lavender, Sage, Rosemary",4.9,noon,4.2,98.1K,Woody,
753,753,Al Fakhr,Kalam Al Oud,13.3,13.3,100,EDP,Unisex,Woody,"Sandalwood, Cedarwood","Black Pepper, Cardamom",3.3,the beauty,4.1,538,Woody,
754,754,HUGO BOSS,Orange EDT Sp,199,110,100,EDT,Men,Floral,"Vanilla, Woodsy Notes","Incense, Sichuan Pepper",4.8,Acacia Rose,4.4,537,Floral,
755,755,Armaf,Club De Nuit Milestone,135,135,105,EDP,Women,Floral,"Vetiver, Musk, Ambroxan","Violet Sandalwood, White Wood",5,Attractive perfume,3.5,244,Floral,
756,756,BVLGARI,Man In Black,485,187,100,EDP,Men,Spicy,"Tonka Bean, Guaiac Wood, Benzoin","Leather, Iris, Tuberose",4.6,Kado Store,4.2,20,Oriental,
757,757,VERSACE,Eros,365,225.1,100,EDP,Women,Citrus,"Sandalwood, Ambroxan, Musk and Woodsy Notes","Lemon Blossom, Jasmine Sambac, Jasmine and Peony",5,noon,4.2,98.1K,Fresh,
758,758,CARTIER,Declaration,460,101.6,100,EDT,Men,Spicy,"Leather, Amber, Tea, Tahitian Vetiver, Oak Moss And Cedar","Iris, Ginger, Cinnamon, Pepper, Juniper, Orris Root, Jasmine And Guatemalan Cardamom",4.5,Number One,4.1,63,Oriental,
759,759,Pierra Katra,Velvet Oud,97,97,100,EDP,Men,Arabian,"Cashmere Wood, Amber, Musk","Floral Harmony of Magnolia, Honeysuckle, , Sweet Fruity Raspberry Nuance",3,London store,3.7,23,Woody,
760,760,DIESEL,Plus Plus Masculine,31.8,31.8,75,EDT,Men,Spicy,"Vetiver, Musk, Sandalwood, Patchouli, Oak Moss, Nutmeg, Clove, Cinnamon, Tonka Bean And Anise","Jasmine, Birch, Sage, Cardamom, Coriander, Lily-of-the-valley, Violet And Green Notes",4.6,noon,4.2,98.1K,Oriental,
761,761,Rasasi,Shuhrah,144,69.7,90,EDP,Women,Floral,"Oud, Patchouli, Grey Amber, Musk","Iris, Jasmine, Lily of the Valley",5,noon,4.2,98.1K,Floral,
762,762,VERSACE,Eros,510,208,100,EDP,Women,Citrus,"Sandalwood, Ambroxan, Woodsy Notes, Musk","Lemon Blossom, Jasmine Sambac, Jasmine, Peony",4.5,King-Perfume,3.9,450,Fresh,
763,763,VERSACE,Eros,510,234.95,100,EDP,Women,Citrus,"Musk, Ambroxan, Woodsy Notes, Sandalwood","Lemon Blossom, Jasmine Sambac, Jasmine, Peony",4.6,noon,4.2,98.1K,Fresh,
764,764,Lancome,La Vie Est Belle,560,217,75,EDP,Women,Vanilla,"Patchouli, Praline, Tonka Beans, Vanilla","Iris, Jasmine, Orange Tree Blossom",4.4,Al-Najm,3.7,347,Oriental,
765,765,Arabian Oud,Sheikh Al Shuyukh,36.3,36.3,50,EDP,Women,Oriental,"Vetiver, Patchouli","Lavender, Sage, Rosemary",5,Bismat Eatar,3.7,66,Oriental,
766,766,UNITED COLORS OF BENETTON,Hot,29,27.1,100,EDT,Women,Woody,"Cedarwood, Sandalwood, Oak Moss, Amber, Vanilla and Musk","Lily of The Valley, Water Jasmine, Iris and Apricot",4.5,noon,4.2,98.1K,Woody,
767,767,LANVIN,L'Homme,110,110,100,EDT,Men,Spicy,"Sandalwood, amber, musk","Comprise, pepper, mint, sage, cardamom",5,Queen Beauty,3.9,135,Oriental,
768,768,Estee Lauder,Wood Mystique,784,479,100,EDP,Unisex,Woody,"Patchouli, Virginia Cedar, Benzoin, Agarwood, Leather, Raspberry","Iris, Jasmine, Ylang-Ylang, Rose, Mimosa",5,Alabeer,4,5,Woody,
769,769,S.T.Dupont,Essence Pure,215,74.35,100,EDT,Men,Woody,"Cypress, Amber, Musk And Cedar","Iris, Lavender And Bamboo",4.6,noon,4.2,98.1K,Woody,
770,770,ARMAND BASI,In Red,275,107.95,100,EDT,Women,Citrus,"Palisander Rosemary, Oakmoss, White Musk, Amber, Vanilla, Praline, Woody notes","Lily, Jasmine, Violet Leaf, Rose, Blackcurrant, Pink Pepper, Peony",4.5,Parvant Store,3.9,76,Fresh,
771,771,Lattafa,Pure Oudi Liquid Gold,47.4,47.4,100,EDP,Unisex,Woody,Effervescent Citrus.,"Ylang-Ylang, Black Currant",2,hawas,454,9,Woody,
772,772,DORALL COLLECTION,Lancy,27,11.85,100,EDT,Women,Spicy,"Tonka, Praline, Patchouli, Vanilla","Iris, Orange Blossom, Jasmine",4.5,the beauty,3.9,538,Oriental,
773,773,GUCCI,Guilty,354,213.95,75,EDT,Women,Floral,Lily and Wild Strawberry,Litchi,4.8,AMLAQ,3.9,135,Floral,
774,774,PACO RABANNE,One Million,319,319,200,EDT,Men,Woody,"Amber, Leather","Cinnamon, Rose",4.5,Number One,3.5,75,Woody,
775,775,VERSACE,Bright Crystal,63,21.4,5,EDT,Women,Floral,"Plants, Musk And Red Woods","Lotus, Peony, Magnolia",4.5,noon,4.2,98.1K,Floral,
776,776,DORALL COLLECTION,DC Charged,14.95,14.95,100,EDT,Women,Woody,"Praline, Coconut Salt, Suede, Musk","Floral Notes, Apple",5,Princess of beauty,3.8,467,Woody,
777,777,DAVIDOFF,The Game,215,83.95,100,EDT,Men,Woody,Ebony Wood,"Iris, Woody Notes",4.9,noon,4.2,98.1K,Woody,
778,778,HUGO BOSS,Boss The Scent,426,133,100,EDT,Men,Spicy,Leather,Maninka Fruit And Lavender,4.6,Perfume Ms,3.9,537,Oriental,
779,779,SWISS ARABIAN,Bakhoor Al Arais,15,15,50,EDP,Unisex,Arabian,"Amber, Palisander Rosewood","Cedar, Spicy",4.6,hawas,454,9,Woody,
780,780,PACO RABANNE,Invictus Intense,199,199,100,EDT,Men,Spicy,"Ambergris, Amber, Salt","Laurels, Whiskey",4.7,Parfume-Stor,3.9,537,Oriental,
781,781,Calvin Klein,Beauty,378,109.55,100,EDP,Women,Floral,Virginia Cedar,Jasmine,4.6,AMLAQ,3.9,135,Floral,
782,782,Ferrari,Cedar Essence,360,106,100,EDP,Men,Woody,Patchouli And Amber,Marine And Watermelon,4.4,AMLAQ,3.9,135,Woody,
783,783,J.CASANOVA,Plaisir,148,75.75,100,EDP,Women,Oriental,Amber,Musk,4.8,top langri,4.2,347,Oriental,
784,784,DORALL COLLECTION,Islanders,9,9,100,EDT,Men,Woody,"Guaiac Wood, Oakmoss, Patchouli, Ambergris","Bay Leaf, Jasmine",3.4,Beauty Gallery,3.7,59,Woody,
785,785,Calvin Klein,CK One,265,98,200,EDT,Unisex,Citrus,"Sandalwood, Amber, Musk, Cedar and Oakmoss","Nutmeg, Violet, Orris Root, Jasmine, Lily-Of-The-Valley and Rose",4.5,noon,4.2,98.1K,Fresh,
786,786,Fendi,Furiosa,550,184.5,100,EDP,Women,Floral,"Incense, Gaïac Wood and Amber","Jasmine Absolute, Violaciocca Flower and Gardenia",4.2,noon,4.2,98.1K,Floral,
787,787,al raheeb,Oud Khurafi,36,36,100,EDP,Unisex,Fresh,"Cashmeran, Ambroxan, Musk",Woody,5,beautiful lady,445,8,Fresh,
788,788,Bill Blass,Nude Natural Spray Colo,114,79.45,100,EDT,Women,Floral,"Sandalwood, Musk, Orris Root, Vetiver","Oakmoss, Jasmine, Ylang-Ylang, Rose, Narcissus",4.7,AMLAQ,3.9,135,Floral,
789,789,PACO RABANNE,Black Xs Potion,162,162,100,EDT,Men,Woody,Labdanum Rum,Wormwood Cashmere Wood,4.3,Beautiful Live,412,7,Woody,
790,790,JAGUAR,Vision III,347,120,100,EDT,Men,Woody,"Sandalwood, Patchouli, Tonka Bean, Cedar, Vanilla and Musk",Jasmine and Marine Notes,3.8,magic flower,3.6,5,Woody,
791,791,VERSACE,Crystal Noir,27,16.2,5,EDT,Women,Arabian,"Amber, Musk, Sandalwood","Orange Blossom, Gardenia, Peony",4.4,noon,4.2,98.1K,Woody,
792,792,Dolce & Gabbana,Pour Femme,566,195,100,EDP,Women,Floral,"Guimave, Vanilla, Heliotrope and Sandalwood",Jasmine and Orange Blossom,5,Parfume-Stor,4.1,66,Floral,
793,793,Al Rasasi,Dirham,45.9,45.9,35,EDP,Unisex,Floral,"Vanilla, Patchouli And Massoia Wood","Rose , Black Violet And Coca Flower",5,hawas,454,9,Floral,
794,794,Roberto Cavalli,Florence,500,154.95,75,EDP,Women,Floral,"Patchouli, Amber, Musk","Orange Blossom, Hibiscus Seed, Grapefruit Blossom",4.7,noon,4.2,98.1K,Floral,
795,795,Milton Lloyd,Hawaii London,51,23,55,EDT,Women,Floral,Woody Notes and Musk,Jasmine and Rose,4,hawas,4.2,9,Floral,
796,796,AZZARO,Chrome Legend,163.25,163.25,125,EDT,Men,Woody,"Warm Amber, Musk And Tonka Bean","Woodsy Notes Of Oakmoss, Vetiver, Cedar",4.5,Abu Al Tayyeb Perfumes,412,7,Woody,
797,797,VERSACE,Crystal Noir,447,215,90,EDT,Women,Spicy,"Sandalwood, Musk, Amber","Orange Blossom, Peony, Gardenia, Coconut",4.8,noon,4.2,98.1K,Oriental,
798,798,S.T.Dupont,Essence Pure,117,91.1,100,EDT,Women,Citrus,"Amber, Patchouli, Vanilla and Cedar",Jasmine and Rose,4.4,noon,4.2,98.1K,Fresh,
799,799,LANVIN,Eclat D'arpege,6.85,6.85,2,EDP,Women,Floral,Blackberry And Sensual Musk,"Musk, Chinese Osmanthus, Petitgrain, Cedar, Wisteria",3.8,AMLAQ,3.9,135,Floral,
800,800,LACOSTE,Pour Femme,322,123.05,90,EDP,Women,Floral,"Cedar, Vetiver, Sandalwood And Musk","Jasmine Petals, White Heliotrope And Hibiscus",4.5,noon,4.2,98.1K,Floral,
801,801,CHLOE,Love Story,535,221.9,75,EDP,Women,Floral,"Musk, Cedar, Cashmirwood And Patchouli","Orange Blossom, Stephanotis, Rose, Black Currant And Peach",4.3,King-Perfume,3.9,450,Floral,
802,802,J.CASANOVA,Vivaldi,87,87,100,EDP,Women,Fresh,"Tonka Bean, Patchouli, Opoponax, Vanilla, Vetiver And White Musk","Mimosa, Jasmine, Turkish Rose And Ylang-Ylang",5,Ryhana Perfume,4.2,25,Fresh,
